,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities,Predicted
1000,United Kingdom,Superior Twin Room,1  ,August 2018,Group, Bed extremely comfy.,8.8,Met expectation.,0,1,bed|comfort|,0
1001,United Kingdom,Superior Queen Room,4  ,August 2018,Couple," The room was absolutely lovely. The bed was very comfortable. The TV was great with helpful tourist info. The electronic keypad to control the lights, curtains and room service was absolute luxury once we got to grips with it. The bathroom was beautiful with two showers. The staff were helpful and attentive. The gym was very good. The bar was comfortable and the barman was great. Perfect balance between helpful and giving us space to relax. The doorman helped us with our luggage on arrival. Breakfast was great and the staff were polite and helpful. The location is perfect. So near lots of great tourist spots and next to a major rail station. Good restaurants nearby. Upon leaving, the staff had no problem letting us leave our luggage until our late evening flight even though we checked out in the morning.",9.6,Great hotel. Very much recommended.,0,1,bed|comfort|tv|staff|bathroom|fitness|drink|restaurant|food|location|,1
1002,Trinidad and Tobago,Superior Double Room,3  ,August 2018,Group," The location was excellent. The hotel was clean and the staff very courteous. There are various restaraunts close by and the Underground is a few metres away, making it a breeze to travel.",7.9,Great stay at Park Plaza,0,1,location|dirty|staff|,1
1003,United Arab Emirates,Superior Double Room,4  ,August 2018,Family," Great location, very clean, comfortable and pleasant helpful staff.",9.2,Wonderful,0,1,location|dirty|comfort|noisiness|staff|,1
1004,United Kingdom,Superior Double Room,1  ,August 2018,Couple, Good location,9.2,Wonderful,0,1,location|,1
1005,Switzerland,Superior Double Room,1  ,August 2018,Couple, Location was superb and reception staff lovely and helpful,8.8,Perfect stay for London break/business,0,1,location|staff|,1
1006,Ireland,Superior Double Room,2  ,August 2018,Couple," The room had all the appliances (ironing board, iron, hairdryer etc), was comfortable and quiet.",9.2,Wonderful,0,1,comfort|noisiness|,1
1007,Israel,Superior Double Room,7  ,August 2018,Couple," location , very good breakfast , big room , friendly staff , special thnks to mr. francesco pinchee",9.6,very recommended,0,1,location|food|staff|,1
1008,United Kingdom,Superior Queen Room,3  ,August 2018,Couple, Location. Good size of room and bathroom - shower was great. The gym was well equipped.,8.8,Excellent,0,1,location|bathroom|fitness|,1
1009,United Kingdom,Superior Queen Room,2  ,August 2018,Couple," We really enjoyed are dinner in Tozi.   
The breakfasts were very good. 
The location was perfect for our trip to the theatre (to see Hamilton) and our visit to Buckingham palace.",8.3,A perfect place to stay for a “London” fix,0,1,food|location|,1
1010,Ireland,Superior Twin Room,3  ,July 2018,Family," Great staff very helpful , very centrally located felt safe in the area, the room was very modern, the beds were ever so comfy after a long days sightseeing, the a/c was just what we needed as we stayed during your long heatwave..",10.0,Excellent will definately be back,0,1,staff|location|comfort|bed|,1
1011,United Kingdom,Superior Double Room,1  ,August 2018,Couple," Bed was very comfortable, and all electronics for the room( electric curtains, lighting etc)",9.2,Wonderful,0,1,bed|comfort|,1
1012,United Kingdom,Executive Double Room,2  ,August 2018,Couple," I loved the room - the remote controlled light, curtains, mood lighting, air con and bathroom lighting was all amazing. The staff were great and since I’d mentioned it was a birthday treat when I booked, there was a cake and complimentary bottle of bubbly in the room which was so nice of them!",9.6,Birthday treat for girlfriend in London,0,1,location|temperature|bathroom|staff|price|drink|,0
1013,Australia,Superior Double Room,4  ,August 2018,Solo traveler, Very clean and modern hotel close to Victoria Station and close to London's main attractions. Super helpful staff - especially Alexander in Concierge  who went out of his way to answer all my questions.,9.2,Great hotel in central location,0,1,dirty|comfort|location|staff|,1
1014,United Kingdom,Superior Twin Room,1  ,August 2018,Group," The property is in a really good location , it’s clean, big rooms, good breakfast choices.",9.2,Wonderful,0,1,location|dirty|food|,1
1015,United Kingdom,Superior Double Room,1  ,August 2018,Couple," Very close to Victoria train station esp if you ignore the google map directions and ask a member of staff at the station - even so on google hotel is under 10 mins from train station. We came into Victoria from Gatwick and had booked National Express next day to get home, all very to the hotel and easy walk. Check in was good esp so that we had a free upgrade, the room was excellent! Spacious, adjustable lighting, electric curtains, A/C etc all controlled from bedside and wall consoles. Nice bathroom!",10.0,"Great stay, shame it was just overnight",0,1,location|staff|bathroom|,0
1016,United Kingdom,Superior Double Room,1  ,August 2018,Couple, Really efficient effortless experience.,10.0,Exceptional,0,1,,1
1017,Cyprus,Superior Double Room,2  ,July 2018,Family," The staff here have this wonderful family feel to their approach. The grounds are lush. The all inclusive is excellent. The entertainment, whilst not amazing every night, definitely had extremely amazing nights and very good ones too. I could not recommend this place more.",10.0,It’s beautiful. Very comfortable. Excellent staff. Brilliant all inclusive,0,1,staff|location|tv|,1
1018,South Korea,Superior Twin Room,4  ,August 2018,Couple, The room is very clean and cozy. Nice place to stay.,7.9,Good,0,1,dirty|comfort|location|,1
1019,Switzerland,Superior Double Room,2  ,August 2018,Family," Bed, location, hotel in general",9.2,"Unexpected stay, nice hotel",0,1,bed|location|,0
1020,United Kingdom,Executive Studio,2  ,August 2018,Family, Very comfortable bed. Lovely bathroom with Elemis products.,9.2,Lovely hotel,0,1,comfort|bed|bathroom|,0
1021,United Kingdom,Superior Twin Room,2  ,August 2018,Family, Very comfortable bed and spacious room. Great location 2 mins from Victoria Station.,7.9,Good,0,1,comfort|bed|location|,0
1022,United Kingdom,Superior Double Room,2  ,August 2018,Couple, Excellent location,8.8,"Comfortable,Relaxing",0,1,location|,1
1023,United Kingdom,Executive Twin Room,1  ,August 2018,Group," Location was excellent , so close to Victoria , buses and tube , for easy access to London sights .",9.6,Perfect one night stay,0,1,location|,1
1024,Kuwait,One Bedroom Apartment,6  ,August 2018,Family, Every thing was great,10.0,Exceptional,0,1,,1
1025,United Arab Emirates,Executive Double Room,4  ,August 2018,Family, Breakfast was fabulous. Great staff too.,8.8,Overall good place. Great location.,0,1,food|staff|,0
1026,Russia,Superior Twin Room,1  ,July 2018,Group, Very convenient and high quality hotel.  I stayed in few other hotels in the same area and this was one of the best.  Business feel; for private visit I would prefer something cozier.,10.0,Fully met expectations.,0,1,location|,1
1027,Guernsey,Superior Twin Room,2  ,August 2018,Group, The aircon was good,8.8,Perfect location,0,1,,1
1028,Ireland,Superior Double Room,2  ,August 2018,Couple, Great location to get around London and Gatwick airport,9.2,Wonderful,0,1,location|,0
1029,United Kingdom,Superior Double Room,1  ,August 2018,Couple, The bed size and al the electronic gadgets to make things easier in the room.,10.0,An excellent venue I found you’re looking for a short break in London. Near Victoria Station.,0,1,bed|,1
1030,United Kingdom,Superior Double Room,1  ,August 2018,Family, What an amazing hotel and brilliant staff!,10.0,Exceeded expectations,0,1,staff|,0
1031,United Arab Emirates,Superior Double Room,3  ,August 2018,Solo traveler, Fantastic location close to Station and very central. Comfortable beds and fab Italian restaurant,9.2,Wonderful,0,1,location|comfort|bed|restaurant|,1
1032,Italy,Executive Double Room,1  ,August 2018,Group, breakfast e camera,10.0,Exceptional,0,1,food|tv|,1
1033,United Kingdom,Superior Double Room,2  ,August 2018,Couple, The rooms were spacious and clean. The staff were super friendly and helped with anything you asked. There was a wide variety of breakfast and ir was all delicious. Also to top it off it was in the perfect location.,10.0,First time in London and we will definitely be coming back to this hotel!,0,1,dirty|staff|food|location|,0
1034,United Kingdom,Superior Double Room,2  ,July 2018,Couple, The size of the rooms. The facilities within both the room and hotel,10.0,"Comfortable room, helpful and supportive staff.",0,1,,0
1035,United Kingdom,Superior Double Room,1  ,July 2018,Couple, Gorgeous hotel.  We were upgraded to an executive double which was luxurious. Wish we'd stayed longer.,10.0,Great location.  Stunning room.,0,1,price|,1
1036,United Kingdom,Superior Double Room,1  ,December 2020,Couple, The only thing i liked about this hotel was the location to Victoria station where I was heading in the morning.,3.0,There are much better hotels in the area.,0,1,location|,1
1037,United Kingdom,Superior Queen Room,2  ,December 2020,Couple, TV was a good size,2.0,Not worth £100 a night!,0,1,tv|,1
1038,Switzerland,Executive Double Room,2  ,December 2020,Solo traveler, Tv facilities/options very good,7.0,Good,0,1,tv|,1
1039,United Kingdom,One Bedroom Apartment,1  ,September 2020,Solo traveler," Great location, staff as expected at park plaza were good.",6.0,Upgrade time,0,1,location|staff|,1
1040,United Kingdom,Executive Double Room,1  ,September 2020,Solo traveler, My room seemed to be very dusty,5.0,Fair,0,1,,1
1041,United Kingdom,Superior Queen Room,1  ,November 2020,Couple, Friendly staff,7.0,Unusual times with COVID,0,1,staff|,1
1042,United Kingdom,Executive King Room with Sofa Bed,1  ,October 2020,Family," The room was very spacious, very comfortable bed and soft clean bedding
The location is great, central, close to station and cafes/restaurants and attractions",6.0,Pleasant,0,1,comfort|bed|dirty|location|restaurant|,1
1043,United Kingdom,Executive Studio,1  ,October 2020,Solo traveler," Nice hotel spacious room friendly staff.
Comfy bed, perfect location, decent value. Just don’t walk bare footed!",7.0,Good location - mad shower and carpet,0,1,staff|comfort|bed|location|price|,0
1044,United Kingdom,Executive King Room with Sofa Bed,2  ,October 2020,Family, Location and parking,6.0,Pleasant,0,1,location|parking|,1
1045,United Kingdom,Superior Double Room,1  ,October 2020,Couple," Central location, comfy bed, nice view, breakfast was nice but would have preferred the buffet, it wasn’t there because of COVID but the main reason I booked the hotel was because of how good the buffet looked so when I found my only option as a vegetarian was porridge and pastry and fruit and cereal I was quite annoyed. They ended up giving me a meat breakfast no meat and all that was was an egg hash brown and spinach so I’m very disssapointed. It would be nice if different dietary needs were taken into consideration and treated more equally, for example veggie bacon or veggie sausage. I do not understand why porridge is deemed as an appropriate alternative to a fry up.",7.0,Good,0,1,location|comfort|bed|food|covid|,1
